"TIME","GEO","SEVERITY","AGE","NACE_R1","UNIT","Value","Flag and Footnotes"
"1998","Great Britain","Fatal","From 18 to 24 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number","14",""
"1998","Great Britain","Fatal","From 25 to 34 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number","44",""
"1998","Great Britain","Fatal","From 35 to 44 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number","42",""
"1998","Norway","Fatal","Total","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number","36",""
"1998","Norway","Fatal","Less than 18 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number","0",""
"1998","Norway","Fatal","From 18 to 24 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number","0",""
"1998","Norway","Fatal","From 25 to 34 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number","6",""
"1998","Norway","Fatal","From 35 to 44 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number","8",""
"1998","Switzerland","Fatal","Total","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number",":",""
"1998","Switzerland","Fatal","Less than 18 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number",":",""
"1998","Switzerland","Fatal","From 18 to 24 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number",":",""
"1998","Switzerland","Fatal","From 25 to 34 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number",":",""
"1998","Switzerland","Fatal","From 35 to 44 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number",":",""
"1999","European Union (before the accession of Croatia)","Fatal","Total","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number",":",""
"1999","European Union (before the accession of Croatia)","Fatal","Less than 18 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number",":",""
"1999","European Union (before the accession of Croatia)","Fatal","From 18 to 24 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number",":",""
"1999","European Union (before the accession of Croatia)","Fatal","From 25 to 34 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number",":",""
"1999","European Union (before the accession of Croatia)","Fatal","From 35 to 44 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number",":",""
"1999","European Union (15 countries)","Fatal","Total","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number","2,645",""
"1999","European Union (15 countries)","Fatal","Less than 18 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number","17",""
"1999","European Union (15 countries)","Fatal","From 18 to 24 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number","241",""
"1999","European Union (15 countries)","Fatal","From 25 to 34 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number","577",""
"1999","European Union (15 countries)","Fatal","From 35 to 44 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number","566",""
"1999","European Union (15 countries) and Norway","Fatal","Total","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number","2,665",""
"1999","European Union (15 countries) and Norway","Fatal","Less than 18 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number","17",""
"1999","European Union (15 countries) and Norway","Fatal","From 18 to 24 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number","242",""
"1999","European Union (15 countries) and Norway","Fatal","From 25 to 34 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number","579",""
"1999","European Union (15 countries) and Norway","Fatal","From 35 to 44 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number","571",""
"1999","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Fatal","Total","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number","2,403",""
"1999","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Fatal","Less than 18 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number","14",""
"1999","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Fatal","From 18 to 24 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number","222",""
