"TIME","GEO","UNIT","INDIC_IL","CITIZEN","SEX","AGE","Value","Flag and Footnotes"
"2009","European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2009","European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","11,621","e"
"2009","European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2009","European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)","Euro","Median equivalised net income","Foreign country","Total","18 years or over","13,222","e"
"2009","European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)","Euro","Median equivalised net income","Reporting country","Total","18 years or over","15,186","e"
"2009","European Union (current composition)","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over",":",""
"2009","European Union (current composition)","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2009","European Union (current composition)","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over",":",""
"2009","European Union (current composition)","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2009","European Union (current composition)","Euro","Median equivalised net income","Foreign country","Total","18 years or over",":",""
"2009","European Union (current composition)","Euro","Median equivalised net income","Reporting country","Total","18 years or over",":",""
"2009","European Union (before the accession of Croatia)","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","16,471","u"
"2009","European Union (before the accession of Croatia)","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2009","European Union (before the accession of Croatia)","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","11,621","e"
"2009","European Union (before the accession of Croatia)","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2009","European Union (before the accession of Croatia)","Euro","Median equivalised net income","Foreign country","Total","18 years or over","13,222","e"
"2009","European Union (before the accession of Croatia)","Euro","Median equivalised net income","Reporting country","Total","18 years or over","15,186",""
"2009","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","16,524","e"
"2009","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2009","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","11,501","e"
"2009","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2009","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Euro","Median equivalised net income","Foreign country","Total","18 years or over","13,048","e"
"2009","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Euro","Median equivalised net income","Reporting country","Total","18 years or over","17,656","e"
"2009","Euro area (19 countries)","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","16,511","e"
"2009","Euro area (19 countries)","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2009","Euro area (19 countries)","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","11,148","e"
"2009","Euro area (19 countries)","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2009","Euro area (19 countries)","Euro","Median equivalised net income","Foreign country","Total","18 years or over","12,768","e"
"2009","Euro area (19 countries)","Euro","Median equivalised net income","Reporting country","Total","18 years or over","17,416",""
"2009","Euro area (18 countries)","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","16,512","e"
"2009","Euro area (18 countries)","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2009","Euro area (18 countries)","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","11,157","e"
"2009","Euro area (18 countries)","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2009","Euro area (18 countries)","Euro","Median equivalised net income","Foreign country","Total","18 years or over","12,775","e"
"2009","Euro area (18 countries)","Euro","Median equivalised net income","Reporting country","Total","18 years or over","17,546",""
"2009","Belgium","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","18,000",""
"2009","Belgium","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2009","Belgium","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","11,659",""
"2009","Belgium","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2009","Belgium","Euro","Median equivalised net income","Foreign country","Total","18 years or over","14,798",""
